Артикул;Название;Изображения;"Длина спального места";"Длина макс";Длина;Высота;"Ширина стула";"Высота сиденья";"Ширина спального места";Ширина;"Высота стула";"Глубина стула";"Материал столешницы";"Материал сиденья";"Материал каркаса";Материал;"Цвет столешницы";"Цвет сиденья";"Цвет обивки";"Цвет металла";"Цвет каркаса";"Цвет дерева";Описание;Вес;Объем;"Страна происхождения";Производитель;"По раскладке";"Цена опт 1";"Цена опт 2";"Цена РРЦ";"EAS 1";"EAS 2";"Общий остаток";"Дата поступления"
UDC8078RU16;"Барный стул SPICE RU-16 бежевый винтаж, PU М-City";"https://mebelcity.com/upload/iblock/403/4034d3c66a9bad7551cfcef5856f7e29.jpg https://mebelcity.com/upload/iblock/7bc/7bc03d8f182792fa8978e2ce0f953e84.jpg https://mebelcity.com/upload/iblock/59b/59b3c09ddf867e5843d9d5a14eb48fdf.jpg";;;;;43;77;;;103;48;;Экокожа;Металл;;;"Бежевый винтажный";;;Чёрный;;"<h1>Барный стул SPICE бежевый винтаж</h1>
<p>Сочетается по форме с обеденным стулом CHILLI.</p>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./2 кор.</p>
";8;0,05;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3150.00;3300.00;5050.00;2625.00;2875.00;372;
UDC8025TRF09WHT;"Стул CHILLI SQUARE TRF-09 серый кварц, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/7d3/7d336cf80fe004558f0f0254425f7a71.jpg https://mebelcity.com/upload/iblock/811/8112c0157079ef281eb017d95d3d5a0c.jpg https://mebelcity.com/upload/iblock/0cf/0cfe83f5ecd03cbf2cce59e2b2ba639a.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;"Серый кварц";;;Белый;;"<h1>Стул CHILLI SQUARE серый кварц, ткань/ белый каркас</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;256;
UDC8025TRF10WHT;"Стул CHILLI SQUARE TRF-10 небесно-голубой, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/635/635a722d021a2712ba5ff62232361f13.jpg https://mebelcity.com/upload/iblock/151/15146a8191c6ab65ce788e1b44d0f5fc.jpg https://mebelcity.com/upload/iblock/35b/35bc6acfacbece877ecc919f09e55c49.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;Небесно-голубой;;;Белый;;"<h1>Стул CHILLI SQUARE небесно-голубой, ткань/ белый каркас</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;278;
UDC8025TRF04WHT;"Стул CHILLI SQUARE TRF-04 красный, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/1cb/1cbd804ba6919d264462fbfd7e0a8593.jpg https://mebelcity.com/upload/iblock/737/737c40c86bb51db5b458522c60edf187.jpg https://mebelcity.com/upload/iblock/9cc/9cc20bf1c67888179cbd278937067b09.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;Красный;;;Белый;;"<h1>Стул CHILLI SQUARE красный, ткань/ белый каркас</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;100;
UDC7094TRF06;"Стул CHILLI TRF-06 полночный синий, ткань М-City";https://mebelcity.com/upload/iblock/2e6/2e63532e2af36756b47948c9065fc1a7.jpg;;;;;46;50;;;89;55;;Ткань;Металл;;;"Полночный синий";;;Чёрный;;"<h1>Стул CHILLI полночный синий, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;;"28.05.2020 0:00:00"
UDC7094TRF07;"Стул CHILLI TRF-07 морская волна, ткань М-City";https://mebelcity.com/upload/iblock/16d/16d785a52f03ec09e6b9d1846e3030e7.jpg;;;;;46;50;;;89;55;;Ткань;Металл;;;"Морская волна";;;Чёрный;;"<h1>Стул CHILLI морская волна, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;;"28.05.2020 0:00:00"
UDC7094TRF08;"Стул CHILLI TRF-08 теплый серый, ткань М-City";https://mebelcity.com/upload/iblock/bf4/bf4ce3a0c8eb785bca7a26ea82d029cc.jpg;;;;;46;50;;;89;55;;Ткань;Металл;;;"Теплый серый";;;Чёрный;;"<h1>Стул CHILLI теплый серый, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;;"08.06.2020 0:00:00"
UDC7098TRF06RU03;"Стул CHIC TRF-06 полночный синий, ткань/ RU-03 синяя сталь, PU М-City";"https://mebelcity.com/upload/iblock/7e8/7e88ca764fb191ba3dc8d49b4956799a.jpg https://mebelcity.com/upload/iblock/62d/62d92644340b910e6dbfdf6abcf20605.jpg https://mebelcity.com/upload/iblock/49b/49b573c722b0b37ed652e57c82d61e92.jpg";;;;;51;50;;;91;61;;"Ткань/ Экокожа";Металл;;;Синий;;;Чёрный;;"<h1>Стул CHIC TRF-06 полночный синий, ткань/ RU-03 синяя сталь, PU</h1>
<p>Комбинированная отделка сиденья. Передняя часть и кант - ткань, задняя часть спинки - экокожа.</p>
<p>Ножки стула - металл в черном цвете.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,7;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3000.00;3150.00;4850.00;2500.00;2750.00;163;
UDC7098TRF09RU08;"Стул CHIC TRF-09 серый кварц, ткань/ RU-08 антрацит, PU М-City";"https://mebelcity.com/upload/iblock/394/394cd0cc176b11c4429a6e02b9dc3d03.jpg https://mebelcity.com/upload/iblock/5bd/5bdb6244a169b78d166ffb54213fbef6.jpg https://mebelcity.com/upload/iblock/280/28029350b79baceb5c07490cba50c45d.jpg";;;;;51;50;;;91;61;;"Ткань/ Экокожа";Металл;;;Серый;;;Чёрный;;"<h1>Стул CHIC TRF-09 серый кварц, ткань/ RU-08 антрацит, PU</h1>
<p>Комбинированная отделка сиденья. Передняя часть и кант - ткань, задняя часть спинки - экокожа.</p>
<p>Ножки стула - металл в черном цвете.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,7;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3000.00;3150.00;4850.00;2500.00;2750.00;188;
UDC7098TRF08RU07;"Стул CHIC TRF-08 теплый серый, ткань/ RU-07 серая сталь, PU М-City";"https://mebelcity.com/upload/iblock/375/375420a45234edd9ccb82b94f06a22f9.jpg https://mebelcity.com/upload/iblock/262/262a53d69a09a3b90a57ee7ffe25e0c4.jpg https://mebelcity.com/upload/iblock/bff/bfff4c9edc0d43e70ba7c0b475a460ee.jpg";;;;;51;50;;;91;61;;"Ткань/ Экокожа";Металл;;;Серый;;;Чёрный;;"<h1>Стул CHIC TRF-08 теплый серый, ткань/ RU-07 серая сталь, PU</h1>
<p>Комбинированная отделка сиденья. Передняя часть и кант - ткань, задняя часть спинки - экокожа.</p>
<p>Ножки стула - металл в черном цвете.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,7;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3000.00;3150.00;4850.00;2500.00;2750.00;164;
UDC7094TRF09;"Стул CHILLI TRF-09 серый кварц, ткань М-City";https://mebelcity.com/upload/iblock/b04/b04b55589e20db452432293ca7e0f192.jpg;;;;;46;50;;;89;55;;Ткань;Металл;;;"Серый кварц";;;Чёрный;;"<h1>Стул CHILLI серый кварц, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;;"28.05.2020 0:00:00"
UDC7094TRF10;"Стул CHILLI TRF-10 небесно-голубой, ткань М-City";https://mebelcity.com/upload/iblock/6ec/6ec11c6154f61fc451356cca0f652195.jpg;;;;;46;50;;;89;55;;Ткань;Металл;;;Небесно-голубой;;;Чёрный;;"<h1>Стул CHILLI небесно-голубой, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;117;"08.06.2020 0:00:00"
UDC5172TRF06;"Стул FLOWER TRF-06 полночный синий, ткань М-City";"https://mebelcity.com/upload/iblock/9b5/9b54e8b8bd1bde97ad1a7396cea1fa01.jpg https://mebelcity.com/upload/iblock/97e/97e0b8ecdb85da9970cc8aac4389824a.jpg https://mebelcity.com/upload/iblock/dd2/dd256afad2cb76b4d3e4184a208569f2.jpg";;;;;51;52;;;92;63;;Ткань;Металл;;;"Полночный синий";;;Чёрный;;"<h1>Стул FLOWER полночный синий, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";6;0,11;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3250.00;3400.00;5150.00;2708.00;3000.00;148;
UDC5172TRF07;"Стул FLOWER TRF-07 морская волна, ткань М-City";"https://mebelcity.com/upload/iblock/ccd/ccde87c59cc5b42a51dbc65d4a2bbdf7.jpg https://mebelcity.com/upload/iblock/3e7/3e735b4535422a8e22c5accd785b3438.jpg https://mebelcity.com/upload/iblock/421/421fc560678317f8d0544a1de427e5cd.jpg";;;;;51;52;;;92;63;;Ткань;Металл;;;"Морская волна";;;Чёрный;;"<h1>Стул FLOWER морская волна, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";6;0,11;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3250.00;3400.00;5150.00;2708.00;3000.00;170;
UDC5172TRF08;"Стул FLOWER TRF-08 теплый серый, ткань М-City";"https://mebelcity.com/upload/iblock/ff3/ff3770d39add51479318a2b9ad214542.jpg https://mebelcity.com/upload/iblock/e69/e69fa09ba4dfa8f008391b078ebbcfd6.jpg https://mebelcity.com/upload/iblock/696/6962226a1971af67e98c9e95459458af.jpg";;;;;51;52;;;92;63;;Ткань;Металл;;;"Теплый серый";;;Чёрный;;"<h1>Стул FLOWER теплый серый, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";6;0,11;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3250.00;3400.00;5150.00;2708.00;3000.00;178;
UDC5172TRF09;"Стул FLOWER TRF-09 серый кварц, ткань М-City";"https://mebelcity.com/upload/iblock/480/4801b2d88d0a402492bdc8bb2b7e0299.jpg https://mebelcity.com/upload/iblock/2d2/2d20c7ccc58ccb99c809afb269f90f15.jpg https://mebelcity.com/upload/iblock/304/3046d7d3b5c37ec266aa9bf31e69c641.jpg";;;;;51;52;;;92;63;;Ткань;Металл;;;"Серый кварц";;;Чёрный;;"<h1>Стул FLOWER серый кварц, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";6;0,11;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3250.00;3400.00;5150.00;2708.00;3000.00;119;
UDC5172TRF10;"Стул FLOWER TRF-10 небесно-голубой, ткань М-City";"https://mebelcity.com/upload/iblock/f8e/f8e9b7c8093498c46bb3428f8e763147.jpg https://mebelcity.com/upload/iblock/b39/b39a9db7d158f1ef0087cfd408e2f607.jpg https://mebelcity.com/upload/iblock/4e9/4e9aa8cd44a219ece63389e1eea782d2.jpg";;;;;51;52;;;92;63;;Ткань;Металл;;;Небесно-голубой;;;Чёрный;;"<h1>Стул FLOWER небесно-голубой, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";6;0,11;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3250.00;3400.00;5150.00;2708.00;3000.00;200;
UDC8238TRF06;"Барный стул MARCEL TRF-06 полночный синий, ткань М-City";"https://mebelcity.com/upload/iblock/405/405844a882831b9a7b687d27667f6a44.jpg https://mebelcity.com/upload/iblock/828/828bd55036277616effee93c42c89eed.jpg https://mebelcity.com/upload/iblock/806/806582b563db1cb861ce7dc558a2d59d.jpg";;;;;53;74;;;108;60;;Ткань;Металл;;;"Полночный синий";;;Чёрный;;"<h1>Барный стул MARCEL полночный синий, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";7,2;0,09;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3300.00;3450.00;5300.00;2750.00;3041.00;91;
UDC7098G10867;"Стул CHIC G108-67 глубокий синий, велюр М-City";"https://mebelcity.com/upload/iblock/d98/d981614758259ee9486589e4bee7a62e.jpg https://mebelcity.com/upload/iblock/6f5/6f58ba96ee185fa72fc30bb79173678f.jpeg https://mebelcity.com/upload/iblock/13e/13e7d05dcebcfdb8d2e3483878f9d2cd.jpg https://mebelcity.com/upload/iblock/00f/00f9b212da1c8b47f3f85a8ee906ad3f.jpg";;;;;51;50;;;91;61;;Ткань;Металл;;;Синий;;;Чёрный;;"<h1>Стул CHIC глубокий синий, велюр</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,4;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;;"08.06.2020 0:00:00"
UDC7098G10810;"Стул CHIC G108-10 серебристо-серый, велюр М-City";"https://mebelcity.com/upload/iblock/10f/10f9668d1dcd53007a65b9d272ec7654.jpg https://mebelcity.com/upload/iblock/dd5/dd50bd55a4c922b0e77f29778133faf1.jpeg https://mebelcity.com/upload/iblock/4c1/4c117a37adc61649fb476eba29461361.jpeg https://mebelcity.com/upload/iblock/4ad/4ad5daa31933f8eecbc066f0cda286aa.jpg https://mebelcity.com/upload/iblock/750/7508ec788e8674a050097e41ad81f3d9.jpg";;;;;51;50;;;91;61;;Ткань;Металл;;;Серый;;;Чёрный;;"<h1>Стул CHIC серебристо-серый, велюр</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,4;0,072;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;;
UDC7098G10815;"Стул CHIC G108-15 пепел розы, велюр М-City";"https://mebelcity.com/upload/iblock/68f/68f32ef05bc5f4fab21a9053b6310eeb.jpg https://mebelcity.com/upload/iblock/13c/13c82045dd09864ac3c01cf093d0f760.jpeg https://mebelcity.com/upload/iblock/570/570dd5563236fec78924a6953246b6da.jpg https://mebelcity.com/upload/iblock/b80/b80becc93ae639d6d63c18b9b38e0264.jpg";;;;;51;50;;;91;61;;Ткань;Металл;;;"Пепел розы";;;Чёрный;;"<h1>Стул CHIC пепел розы, велюр</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,4;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;14;"08.06.2020 0:00:00"
UDC7098G10827;"Стул CHIC G108-27 террариумный мох, велюр М-City";"https://mebelcity.com/upload/iblock/5a2/5a2d15b7a64f405a2e2e684ff41b8e52.jpg https://mebelcity.com/upload/iblock/e01/e01d59f4701a4ab352b69aab63fcfb00.jpeg https://mebelcity.com/upload/iblock/fc3/fc3dd6aa591d4a889c5e941e282276ea.jpg https://mebelcity.com/upload/iblock/3d7/3d7c586c450e6ffe9572a414d840f3e5.jpg";;;;;51;50;;;91;61;;Ткань;Металл;;;"Террариумный мох";;;Чёрный;;"<h1>Стул CHIC террариумный мох, велюр</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,4;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;70;"08.06.2020 0:00:00"
UDC7098G10856;"Стул CHIC G108-56 пудровый синий, велюр М-City";"https://mebelcity.com/upload/iblock/aab/aabf2a233b4af8503eec6cdfc478d2b7.jpg https://mebelcity.com/upload/iblock/3cd/3cd6a59a37789eac4aafb7aa79909740.jpeg https://mebelcity.com/upload/iblock/60c/60cd727f6dcf064f5f486c4d27d9fc36.jpg https://mebelcity.com/upload/iblock/7e5/7e52362544b16d2f5438883b183bfbd5.jpg";;;;;51;50;;;91;61;;Ткань;Металл;;;"Пудровый синий";;;Чёрный;;"<h1>Стул CHIC пудровый синий, велюр</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,4;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;11;"08.06.2020 0:00:00"
