Артикул;Название;Изображения;"Длина спального места";"Длина макс";Длина;Высота;"Ширина стула";"Высота сиденья";"Ширина спального места";Ширина;"Высота стула";"Глубина стула";"Материал столешницы";"Материал сиденья";"Материал каркаса";Материал;"Цвет столешницы";"Цвет сиденья";"Цвет обивки";"Цвет металла";"Цвет каркаса";"Цвет дерева";Описание;Вес;Объем;"Страна происхождения";Производитель;"По раскладке";"Цена опт 1";"Цена опт 2";"Цена РРЦ";"EAS 1";"EAS 2";"Общий остаток";"Дата поступления"
DECDF95CSVNGRWD;"Стул SAVONA GREY/WOOD М-City";"https://mebelcity.com/upload/iblock/952/952e31cc229159a80079cbcc402e2875.jpg https://mebelcity.com/upload/iblock/10f/10ff806c4457227726b43b758592bebf.jpg https://mebelcity.com/upload/iblock/ffd/ffd3304b3053ae08a8bce3e01ab21fa4.jpg https://mebelcity.com/upload/iblock/ece/ececf97c0b6b1da606906dfb7b2cc447.jpg https://mebelcity.com/upload/iblock/aed/aedf8e562f60c2093f092c89dab7dd25.jpg";;;;;56;;;;75;58;;;;;;;;;"Натуральное дерево";;"<h1>Стул SAVONA в мягкой обивке</h1>
<p>Описание модели: </p>
<ul>
<li>Комфортный мягкий стул с скандинавском стиле
</li>
<li>Сиденье и спинка в тканевой обивке серого цвета</li>
<li>Ножки стула из металла, под пленкой, имитирующей дерево; </li>
<li>Упакованы 1 штука в 1 коробку.</li>
</ul> 
";11;0,175;Китай;"DECENT FURNITURE LIMITED";;4500.00;4750.00;7200.00;3750.00;4125.00;42;
DECDF95CSVNYLLWWD;"Стул SAVONA YELLOW/WOOD М-City";"https://mebelcity.com/upload/iblock/7f1/7f1eaf66779277a494c553fab5fe0cee.jpg https://mebelcity.com/upload/iblock/257/257440f239624f16b4cc0e415160b0b0.jpg https://mebelcity.com/upload/iblock/98e/98e4f4dd94c4a8e50e4170b5a9600368.jpg https://mebelcity.com/upload/iblock/205/2051295a3735a7861e6046d4a07e52fa.jpg https://mebelcity.com/upload/iblock/354/354d9f5c2aadf8e59f7685fecbe025c4.jpg https://mebelcity.com/upload/iblock/af8/af87e468bb44cac14c9465d88c6cb8c2.jpg https://mebelcity.com/upload/iblock/2d1/2d14b2b2a4fefb26e67cc0d111250ce0.jpg https://mebelcity.com/upload/iblock/a58/a583bdfb7b1a0cd88733e9f9ac62ed2e.jpg";;;;;56;;;;75;58;;;;;;;;;"Натуральное дерево";;"<h1>Стул SAVONA в мягкой обивке</h1>
<p>Описание модели: </p>
<ul>
<li>Комфортный мягкий стул с скандинавском стиле
</li>
<li>Сиденье и спинка в тканевой обивке желтого цвета</li>
<li>Ножки стула из металла, под пленкой, имитирующей дерево; </li>
<li>Упакованы 1 штука в 1 коробку.</li>
</ul> 
";11;0,175;Китай;"DECENT FURNITURE LIMITED";;4500.00;4750.00;7200.00;3750.00;4125.00;8;
DECDF286TTRNTITCERKL19GR1;"Стол TRENTO 120 KL-19 СЕРО-КОРИЧНЕВЫЙ КАМЕНЬ, итальянская керамика/ GREY1 серый каркас М-City";"https://mebelcity.com/upload/iblock/813/813e0b69684df979cf46178c6da28454.jpg https://mebelcity.com/upload/iblock/eb8/eb85e6611b1588f394de93828134abd1.jpg https://mebelcity.com/upload/iblock/2c2/2c2fec8f25e2df9d41ffb1414878fed0.jpg https://mebelcity.com/upload/iblock/826/826bd5f826f94df88c39b8bdda388290.jpg https://mebelcity.com/upload/iblock/725/725dfae6f56113138aef635c3dad315f.jpg";;170;120;76;;;;120;;;"Керамика/ стекло";;Металл;;"Серо-коричневый камень";;;;Серый;;"<h1>Стол TRENTO 120 с матовой серо-коричневой  керамической столешницей ""под камень""</h1>
<p>Описание модели: </p>
<ul>
<li>раскладывается по центру столешницы, вставка ""бабочка"" из МДФ, ширина 50 см; 
</li>
<li>керамическая столешница серо-коричневая ""под камень"" матовая, толщина столешницы 11 мм (3 мм керамика + 8 мм стекло); </li>
<li>основание стола - металл, цвет - серый; </li>
<li>Упакован в 2 коробки.</li>
</ul> 
";78,4;0,28;Китай;"DECENT FURNITURE LIMITED";Раскладной;42200.00;44300.00;67550.00;35166.00;38666.00;26;
T18345G538G539;"Стол T18345 WIRE BRUSH GREY #G538/ WARM GREY #G539  М-City";"https://mebelcity.com/upload/iblock/3d7/3d737e7ad8b3a2cb0d5545e8ae575b80.jpg https://mebelcity.com/upload/iblock/57d/57df10b1cebcfa05ccab3b4f8eaa67d3.jpg https://mebelcity.com/upload/iblock/8e3/8e30b1ece734524879c9e3ebad947351.jpg https://mebelcity.com/upload/iblock/559/5594d59afc07a148677bb47757801a0e.jpg https://mebelcity.com/upload/iblock/950/950c71bb9b92b3c95391a9b00942f88e.jpg https://mebelcity.com/upload/iblock/778/77881caa97aa3b812c3fb9ded11f7a65.jpg https://mebelcity.com/upload/iblock/7ca/7cadde1849d66dea96988772a093b19e.jpg https://mebelcity.com/upload/iblock/8d7/8d7de6e142277753dd26d89ba7e71a23.jpg https://mebelcity.com/upload/iblock/a17/a176dc086c8463919a45432ed38b6dca.jpg https://mebelcity.com/upload/iblock/046/04623acb72dcf3e48e4b2625308e057a.jpg https://mebelcity.com/upload/iblock/d76/d762e3b8eb068762d3a409da1c671c3c.jpg";;214;168;76;;;;107;;;МДФ/Шпон;;"Массив гевеи";;"WIRE BRUSH GREY #G538";;;;"WARM GREY #G539";;"<h1>Стол обеденный раскладной T18345 со шпонированной столешницей и каркасом из массива гевеи</h1>
<p>Идеально сочетается со стульями C18466, С18464  и комодом SV18321.</p>
<p>Стол упакован в 2 коробки, поставляется в разобранном виде.</p> 
<p>Механизм раскладывания - ""бабочка"". Цвет столешницы серый брашированный. . Стол выполнен с винтажным декором</p>";87;0,558;Малайзия;"LATITUDE TREE FURNITURE SDN BHD";Раскладной;26700.00;28050.00;45800.00;22250.00;24458.00;2;"15.07.2020 0:00:00"
SDT546120WHITE;"Стол KADET 120 WHITE М-City";"https://mebelcity.com/upload/iblock/a39/a39417f454a7718a2610eabb502df658.jpg https://mebelcity.com/upload/iblock/5c1/5c113cfc9e2b8bcae005add966dc180a.jpg https://mebelcity.com/upload/iblock/843/843537e58b3dfdd3b650b26beb386d01.jpg https://mebelcity.com/upload/iblock/324/3248d6c8066ba4718de192b064b848fe.jpg https://mebelcity.com/upload/iblock/984/9849d9b31545bcd2cfc194db74021565.jpg https://mebelcity.com/upload/iblock/42c/42cd7d025a1865cc5e89e9f90722676b.jpg";;160;120;76;;;;80;;;"МДФ\Стекло закаленное";;"МДФ окрашенный";;"Белый глянец";;;;"Белый глянец";;"<h1>Стол KADET 120 белый</h1>
<p>Раскладной обеденный стол.</p>
<p>Супер белое глянцевое стекло на столешнице. Вставка ""бабочка"", цвет вставки - белый глянец,  хранится под столешницей, тумба - в цвет столешницы с декоративными стальными вставками, основание стола - металл стального цвета; </p>
<p>Упакован в 3 коробки.</p>

";60,5;0,33;Китай;"TIANJIN HLTD INDUSTRIAL CO.,LTD ";Раскладной;21850.00;22950.00;34950.00;18208.00;20041.00;10;
SDT546120CREAM;"Стол KADET 120 CREAM М-City";"https://mebelcity.com/upload/iblock/6a0/6a0caa9ab9b767eac8748668ed26428a.jpg https://mebelcity.com/upload/iblock/017/017e4576c1d89691673ac78277e0b5fc.jpg https://mebelcity.com/upload/iblock/549/549eec3579a4fa3a7706cf3a41062161.jpg https://mebelcity.com/upload/iblock/93c/93cba5932a9397730423de941ddd7435.jpg https://mebelcity.com/upload/iblock/b06/b06b0ae7438005d05968b950118d600c.jpg https://mebelcity.com/upload/iblock/da9/da99ffa581a2af15e5816cf7e0a70d72.jpg";;160;120;76;;;;80;;;"МДФ\Стекло закаленное";;"МДФ окрашенный";;"Крем глянцевый";;;;Кремовый;;"<h1>Стол KADET 120 крем</h1>
<p>Раскладной обеденный стол.</p>
<p>Глянцевое стекло кремового цвета на столешнице. Вставка ""бабочка"", цвет вставки - таупе, темнее основного тона,  хранится под столешницей,тумба стола в цвет столешницы с декоративными стальными вставками, основание стола - металл стального цвета; </p>
<li>Упакован в 3 коробки.</li>

";60,5;0,33;Китай;"TIANJIN HLTD INDUSTRIAL CO.,LTD ";Раскладной;21850.00;22950.00;34950.00;18208.00;20041.00;32;
SDT546140CREAM;"Стол KADET 140 CREAM М-City";"https://mebelcity.com/upload/iblock/9b2/9b290c3712affeccf85ab57014771811.jpg https://mebelcity.com/upload/iblock/737/737af3832f58efaf7fb7415579d6fc50.jpg https://mebelcity.com/upload/iblock/07a/07a7a029e82eb60cb9a9c24dcab29734.jpg https://mebelcity.com/upload/iblock/2d8/2d827821eb819aaca3fde306496679d0.jpg https://mebelcity.com/upload/iblock/5cc/5ccf39529c908334ace332a7c669f85b.jpg https://mebelcity.com/upload/iblock/e59/e59877c7b07d88d9ff1323ea11215ab6.jpg";;180;140;76;;;;90;;;"МДФ\Стекло закаленное";;"МДФ окрашенный";;"Крем глянцевый";;;;Кремовый;;"<h1>Стол KADET 140 крем</h1>
<p>Раскладной обеденный стол.</p>
<p>Глянцевое стекло кремового цвета на столешнице. Вставка ""бабочка"", цвет вставки - таупе, темнее основного тона,  хранится под столешницей,тумба стола в цвет столешницы с декоративными стальными вставками, основание стола - металл стального цвета; </p>
<li>Упакован в 3 коробки.</li>

";68;0,35;Китай;"TIANJIN HLTD INDUSTRIAL CO.,LTD ";Раскладной;23300.00;24450.00;37300.00;19416.00;21375.00;17;
SDT546140WHITE;"Стол KADET 140 WHITE М-City";"https://mebelcity.com/upload/iblock/c0f/c0f07ece00806d044e2ecfe93fb5be6b.jpg https://mebelcity.com/upload/iblock/f35/f3542b57059e5afe96a40a9da96a37a7.jpg https://mebelcity.com/upload/iblock/018/018042328e299ab7aa199cb7478657c5.jpg https://mebelcity.com/upload/iblock/197/19790fc50bed2131721d815549c8e087.jpg https://mebelcity.com/upload/iblock/9b5/9b5c895a80f5d1ee75fb2ecdfc660a15.jpg https://mebelcity.com/upload/iblock/fbe/fbe83f60ab0c20f2070d00e9429e821f.jpg";;180;140;76;;;;90;;;"МДФ\Стекло закаленное";;"МДФ окрашенный";;"Белый глянец";;;;"Белый глянец";;"<h1>Стол KADET 140 белый</h1>
<p>Раскладной обеденный стол.</p>
<p>Супер белое глянцевое стекло на столешнице. Вставка ""бабочка"", цвет вставки - белый глянец,  хранится под столешницей, тумба - в цвет столешницы с декоративными стальными вставками, основание стола - металл стального цвета; </p>
<p>Упакован в 3 коробки.</p>

";73;0,35;Китай;"FURNITURE INDUSTRY CO.";Раскладной;23300.00;24450.00;37300.00;19416.00;21375.00;18;
XS2498PU718;"Стул JANET бежевый PU#718 М-City";"https://mebelcity.com/upload/iblock/168/168034431675a18c62907d235de87641.jpg https://mebelcity.com/upload/iblock/ae3/ae31bf46ec1849ecc8416c9fe73dba8b.jpg https://mebelcity.com/upload/iblock/7d4/7d487a4b5e051a58ea1bfdb176f6260c.jpg";;;;;44;48;;;97;56;;Экокожа;Металл;;;Бежевый;;;Хром;;"<h1>Стул JANET бежевый</h1>
<p>Сиденье обито экокожей.</p>
<p>Каркас хромированный.</p>
<p>Упакован - 4 шт./1 кор.</p>
";8;0,063;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;9;
XS2498PU614;"Стул JANET кремовый PU#614 М-City";"https://mebelcity.com/upload/iblock/98e/98efa0a933e2d0f09a2bf48882f4a421.jpg https://mebelcity.com/upload/iblock/5aa/5aa8c0e5a6220374c91c2496ea977f5a.jpg https://mebelcity.com/upload/iblock/719/7197d60067e9224c6bd563b4190bb3c2.jpg";;;;;44;48;;;97;56;;Экокожа;Металл;;;Кремовый;;;Хром;;"<h1>Стул JANET кремовый</h1>
<p>Сиденье обито экокожей.</p>
<p>Каркас хромированный.</p>
<p>Упакован - 4 шт./1 кор.</p>
";8;0,063;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;84;
XS2498PU613;"Стул JANET светло-серый PU#613 М-City";"https://mebelcity.com/upload/iblock/095/095823d1df36165dcc3d80adbb2fb7c8.jpg https://mebelcity.com/upload/iblock/148/148eb5ff902a9a34d5b713563383e122.jpg https://mebelcity.com/upload/iblock/a6a/a6ae076bccd76a8bd628d87d785d9127.jpg";;;;;44;48;;;97;56;;Экокожа;Металл;;;Светло-серый;;;Хром;;"<h1>Стул JANET светло-серый</h1>
<p>Сиденье обито экокожей.</p>
<p>Каркас хромированный.</p>
<p>Упакован - 4 шт./1 кор.</p>
";8;0,063;Китай;"TIANJIN COMMUNITRADE INTERNATIONAL TRADING CO., LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;84;
UDC5186G10851;"Стул JAZZ G108-51 серый, велюр М-City";"https://mebelcity.com/upload/iblock/b6a/b6a67dc3b0f0a3d7057ee07ba410abf1.jpg https://mebelcity.com/upload/iblock/72b/72b21dcb8bb72c364ebdd17b211cb0f8.jpg https://mebelcity.com/upload/iblock/c09/c0910f03af4b806dc81b829e3fb8ddc4.jpg https://mebelcity.com/upload/iblock/a5e/a5eafd49bce75a0cbbda658426241969.jpg";;;;;47;47;;;76;55;;Велюр;Металл;;;Серый;;;Чёрный;;"<h1>Стул JAZZ серый велюр</h1>
<p>Сиденье и спинка  обиты велюром серого цвета.</p>
<p>Ножки стула - металл в черном цвете.</p>
<p>Упакован - 4 шт./1 кор.</p>
";7;0,053;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;359;
UDC7098G06213;"Стул CHIC G062-13 кварцевый, велюр М-City";"https://mebelcity.com/upload/iblock/cd9/cd9d594280b70d1c924c8cda00b00e31.jpg https://mebelcity.com/upload/iblock/2a0/2a0079e64cacd5aa957850966c7dfa3c.jpg https://mebelcity.com/upload/iblock/a66/a6657577c709cdf5292ee8840289c281.jpg https://mebelcity.com/upload/iblock/675/6752560b5fb0249fdb13b5d32a2dc33b.jpg";;;;;51;50;;;91;61;;Ткань;Металл;;;Кварцевый;;;Чёрный;;"<h1>Стул CHIC кварцевый, велюр</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,4;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;;"08.06.2020 0:00:00"
UDC7098G10817;"Стул CHIC G108-17 живой коралл, велюр М-City";"https://mebelcity.com/upload/iblock/95b/95b1a04d47aab28a9e9c534696be1669.jpg https://mebelcity.com/upload/iblock/9b9/9b9b5d30634345dbb5958abc6a54bd34.jpg https://mebelcity.com/upload/iblock/52c/52c4b5eb7029b60077de7323fb996baf.jpg https://mebelcity.com/upload/iblock/55d/55d4e30a9bf2938a49ed414f78567512.jpg";;;;;51;50;;;91;61;;Ткань;Металл;;;"Живой коралл";;;Чёрный;;"<h1>Стул CHIC живой коралл, велюр</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,4;0,076;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;162;
UDC7065G10817BLK;"Стул MILLER живой коралл/ черный каркас, велюр G108-17 М-City";"https://mebelcity.com/upload/iblock/e63/e63399a133db59d7ae4b2e56deaf3daa.jpg https://mebelcity.com/upload/iblock/a86/a86605fb7890d95b48736f7532d63607.jpg https://mebelcity.com/upload/iblock/6f4/6f4920f82414ed94fe3f9d641893ee25.jpg";;;;;45;53;;;87;51;;Ткань;Металл;;;"Живой коралл";;;Чёрный;;"<h1>Стул MILLER живой коралл, велюр/ черный каркас</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл в черном цвете.</p>
<p>Упакован - 2 шт./1 кор.</p>
";5,8;0,082;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2400.00;2500.00;3850.00;2000.00;2208.00;45;
260JASMINE90BLCBCHW;"Стол JASMINE D90 черный/массив бука  М-City";"https://mebelcity.com/upload/iblock/a13/a13d38a32ed367a8d941f13bce933061.jpg https://mebelcity.com/upload/iblock/9cd/9cddc8f037750097ef0988bce05bde5c.jpg";;90;90;73;;;;90;;;МДФ;;"Массив бука";;Черный;;;;Натуральный;;"<h1>Стол JASMINE D90 черный</h1>
<p>Столешница выполнена из высокотехнологичного МДФ белого цвета.</p>
<p>Ножки стола выполнены из натурального дерева.</p>
<p>Оригинальный стол в стиле eames. </p>
<p>Упакован - 1 шт./1 кор.</p>
";13,75;0,11;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";Нераскладной;7650.00;8050.00;12200.00;6375.00;7000.00;30;
ASTER8328BLKPPLGBCHW;"Стул ASTER BLACK М-City";"https://mebelcity.com/upload/iblock/ee5/ee58e9801ae1767c59a5baa47952c0b1.jpg https://mebelcity.com/upload/iblock/183/183661afb8d05a37927c4a0efacb485b.jpg https://mebelcity.com/upload/iblock/637/637f065e0126ca4f768466bbbd0e54a3.jpg https://mebelcity.com/upload/iblock/9ef/9efcc08ab227b4018be1b8a93e3b334f.jpg";;;;;44;45;;;80;52;;"Пластик/ Ткань";"Массив бука";;;"Чёрный/ Светло-серый";;;Натуральный;;"<h1>Стул ASTER BLACK со светло- серым сиденьем</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул ASTER  в белом цвете отличается оригинальным дизайном и эргономичностью. Ножки стула выполнены из массива бука. </p>
<p>Упакован - 2 шт./1 кор.</p>
";5,5;0,06;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;2350.00;2450.00;3750.00;1958.00;2166.00;42;
ASTER8328WGPPDGBCHW;"Стул ASTER WARM GREY М-City";"https://mebelcity.com/upload/iblock/62a/62aac14a11fd4924094501b108302842.jpg https://mebelcity.com/upload/iblock/4a5/4a53574f8b2694f1daeb44cf5e3be81a.jpg https://mebelcity.com/upload/iblock/531/5314d2a6fd82a3d2f2f264bae5e35a5c.jpg https://mebelcity.com/upload/iblock/e7e/e7e4f02e577803f23dd0a5b348ce162a.jpg";;;;;44;45;;;80;52;;"Пластик/ Ткань";"Массив бука";;;"Серый/ Темно-серый";;;Натуральный;;"<h1>Стул ASTER WARM GREY с темно-серым сиденьем</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул ASTER  в белом цвете отличается оригинальным дизайном и эргономичностью. Ножки стула выполнены из массива бука. </p>
<p>Упакован - 2 шт./1 кор.</p>
";5,5;0,06;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;2350.00;2450.00;3750.00;1958.00;2166.00;59;
AZHUR8331LPPPLGBCHW;"Стул AZHUR LIGHT PINK М-City";"https://mebelcity.com/upload/iblock/16e/16e823027a4b26202614d602d53c45a4.jpg https://mebelcity.com/upload/iblock/abe/abef81b06953e6de92b829645ad5be6c.jpg https://mebelcity.com/upload/iblock/053/0535db16ec4f446b5370e72fba63ff30.jpg https://mebelcity.com/upload/iblock/8e8/8e85226db5e0e0c92d7d35e5a2f9a6c2.jpg";;;;;43;43;;;77;51;;"Пластик/ Ткань";"Массив бука";;;"Розовый/ Светло-серый";;;Натуральный;;"<h1>Стул AZHUR LIGHT PINK с светло-серым сиденьем</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул AZHUR отличается оригинальным дизайном и эргономичностью. Ножки стула выполнены из массива бука.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,05;0,04;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;2350.00;2450.00;3750.00;1958.00;2166.00;271;
AZHUR8331LBLPPLGBCHW;"Стул AZHUR LIGHT BLUE М-City";"https://mebelcity.com/upload/iblock/37b/37ba13044312b0f6bee9bd0afb33e48c.jpg https://mebelcity.com/upload/iblock/d49/d49761f2b89c2bc2525d9b5ac1fb687b.jpg https://mebelcity.com/upload/iblock/531/5315815bf5776f87310e5159e224e65e.jpg https://mebelcity.com/upload/iblock/a50/a50b03e942207a791b9745dd47205cd5.jpg";;;;;43;43;;;77;51;;"Пластик/ Ткань";"Массив бука";;;"Голубой / Светло-серый";;;Натуральный;;"<h1>Стул AZHUR LIGHT BLUE с светло-серым сиденьем</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул AZHUR отличается оригинальным дизайном и эргономичностью. Ножки стула выполнены из массива бука.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,05;0,04;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;2350.00;2450.00;3750.00;1958.00;2166.00;248;
TULIP8322LPPPBCHW;"Стул TULIP LIGHT PINK М-City";"https://mebelcity.com/upload/iblock/76e/76e032360719cf23c57b8d3e8edba601.jpg https://mebelcity.com/upload/iblock/077/077ba15c4d61d4c4d38eb8a5546acc8f.jpg https://mebelcity.com/upload/iblock/bc8/bc8ec5706d52b21a0458cecf58542a65.jpg https://mebelcity.com/upload/iblock/545/545ed89857e4dc5fd83417d60e5d23c7.jpg";;;;;54;45;;;76;56;;"Пластик/ Ткань";"Массив бука";;;"Розовый/ Светло-серый";;;Натуральный;;"<h1>Стул TULIP LIGHT PINK с светло-серым сиденьем</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул TULIP отличается легкостью и эргономичностью. Ножки стула выполнены из массива бука. </p>
<p>Упакован - 2 шт./1 кор.</p>
";5,6;0,07;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;2200.00;2300.00;3550.00;1833.00;2000.00;25;"09.07.2020 0:00:00"
TULIP8322LBPPBCHW;"Стул TULIP LIGHT BLUE М-City";"https://mebelcity.com/upload/iblock/079/0792bd4a0d298f253b73a382fecd81d8.jpg https://mebelcity.com/upload/iblock/382/3822f0e2c38239f25b06e6d6545b3288.jpg https://mebelcity.com/upload/iblock/55a/55a3a04c3824d627a55f69e171b687ef.jpg https://mebelcity.com/upload/iblock/c3f/c3f66d7b7c3ccecc0e700b4f7118e672.jpg";;;;;54;45;;;76;56;;"Пластик/ Ткань";"Массив бука";;;"Голубой / Светло-серый";;;Натуральный;;"<h1>Стул TULIP LIGHT BLUE с светло-серым сиденьем</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул TULIP отличается легкостью и эргономичностью. Ножки стула выполнены из массива бука. </p>
<p>Упакован - 2 шт./1 кор.</p>
";5,6;0,07;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;2200.00;2300.00;3550.00;1833.00;2000.00;5;"09.07.2020 0:00:00"
LUPINE8056LPPPBCHW;"Стул LUPINE LIGHT PINK М-City";"https://mebelcity.com/upload/iblock/347/3475bde712dcd6270c957387cb357cd6.jpg https://mebelcity.com/upload/iblock/f4c/f4c9e77e6844f419a5b93aa8a4725789.jpg https://mebelcity.com/upload/iblock/1cd/1cd1f3e2fc40d35f05155421c612c5e8.jpg https://mebelcity.com/upload/iblock/2d4/2d4358f877efe31e34de2c46e7b66a75.jpg";;;;;50;46;;;83;53;;Пластик;"Массив бука";;;Розовый;;;Натуральный;;"<h1>Стул LUPINE LIGHT PINK</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул LUPINE отличается оригинальным дизайном и эргономичностью.Ножки стула выполнены из массива бука, вес пластикового сиденья - 2,2 кг, ножки - в собранном виде. </p>
<p>Упакован - 4 шт./1 кор.</p>
";4,2;0,045;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;1350.00;1400.00;2150.00;1125.00;1250.00;36;"09.07.2020 0:00:00"
LUPINE8056LBPPBCHW;"Стул LUPINE LIGHT BLUE М-City";"https://mebelcity.com/upload/iblock/ad9/ad9b80c55c45b2a8cb9de09b0fb52191.jpg https://mebelcity.com/upload/iblock/271/27122c719df9b24994bfd853c1901cb0.jpg https://mebelcity.com/upload/iblock/fb2/fb230d4efb1681c9279a9af24aa10cc9.jpg https://mebelcity.com/upload/iblock/377/377bcb01bb5a1c6c41032daaa95443ad.jpg";;;;;50;46;;;83;53;;Пластик;"Массив бука";;;Голубой;;;Натуральный;;"<h1>Стул LUPINE LIGHT BLUE</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул LUPINE отличается оригинальным дизайном и эргономичностью.Ножки стула выполнены из массива бука, вес пластикового сиденья - 2,2 кг, ножки - в собранном виде. </p>
<p>Упакован - 4 шт./1 кор.</p>
";4,2;0,045;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;1350.00;1400.00;2150.00;1125.00;1250.00;22;"09.07.2020 0:00:00"
LUPINE8056CORPPBCHW;"Стул LUPINE CORAL М-City";"https://mebelcity.com/upload/iblock/3ee/3ee149e27b3a5260d8b75e8e2514d57a.jpg https://mebelcity.com/upload/iblock/bdd/bddaef2b3c9646027238f0c268d8a345.jpg https://mebelcity.com/upload/iblock/a3f/a3f1ff59015dc3ca62f9706e43539757.jpg https://mebelcity.com/upload/iblock/417/4175aa22704a0dffc81001408cdf7bd1.jpg";;;;;50;46;;;83;53;;Пластик;"Массив бука";;;Коралл;;;Натуральный;;"<h1>Стул LUPINE CORAL</h1>
<p>Сиденье выполнено из высокотехнологичного пластика.</p>
<p>Стул LUPINE отличается оригинальным дизайном и эргономичностью.Ножки стула выполнены из массива бука, вес пластикового сиденья - 2,2 кг, ножки - в собранном виде. </p>
<p>Упакован - 4 шт./1 кор.</p>
";4,2;0,045;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;1350.00;1400.00;2150.00;1125.00;1250.00;268;
CAMP9328MPFBW;"Стул PETUNIA М-City";"https://mebelcity.com/upload/iblock/adf/adff85bd0e98b2d2506e356b4fbe2c0c.jpg https://mebelcity.com/upload/iblock/585/5859108fb3e3e0beb3732f8e5a81bbd9.jpg https://mebelcity.com/upload/iblock/ddb/ddbd88c238ca06584925ed7f85139b64.jpg https://mebelcity.com/upload/iblock/8b9/8b93f2e9c4b1934db5b2108790760e79.jpg";;;;;46;44;;;82;50;;"Пластик/ Ткань";"Массив бука";;;Коричневый;;;Натуральный;;"<h1>Стул PETUNIA</h1>
<p>Сиденье выполнено из высокотехнологичного пластика, обитого тканью темно-коричневого цвета.</p>
<p>Стул PETUNIA  отличается оригинальным дизайном и эргономичностью. Ножки стула выполнены из массива бука.</p>
<p>Упакован - 2 шт./1 кор.</p>
";6,25;0,06;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";;3350.00;3500.00;5350.00;2791.00;3083.00;130;
207TANSY120WHBHW;"Стол TANSY 120 белый/массив бука  М-City";"https://mebelcity.com/upload/iblock/1b8/1b885aff4d7b79b769eccd85035b90dc.jpg https://mebelcity.com/upload/iblock/607/60714965b069d7ee61ca0e92a07673a0.jpg";;120;120;73;;;;80;;;МДФ;;"Массив бука";;Белый;;;;Натуральный;;"<h1>Стол TANSY 120  WHITE</h1>
<p>Столешница выполнена из высокотехнологичного МДФ белого цвета.</p>
<p>Ножки стола выполнены из натурального дерева.</p>
<p>Оригинальный стол в стиле eames. </p>
<p>Упакован - 1 шт./1 кор.</p>
";24;0,15;Китай;"BAZHOU CITY BIAOXIANG FURNITURE CO., LTD";Нераскладной;5350.00;5600.00;8550.00;4458.00;4916.00;;
